# ACERVO NORMATIVO — Nahid, De Vitto & Campos Advogados
# Colunas: arquivo <TAB> setor <TAB> jurisdicao <TAB> hierarquia <TAB> url_oficial
#
# setor:      transversal | trc | (novos setores entram aqui)
#             "transversal" = vale para qualquer setor. SEMPRE incluído em toda consulta.
# jurisdicao: federal | nacional | rj | (novas UFs entram aqui)
#             "nacional" = CONFAZ / CGIBS / notas técnicas de âmbito nacional.
#
# Só URLs do Planalto são baixáveis por script. As demais (CONFAZ, CGIBS, SEFAZ-RJ,
# ALERJ, CT-e) exigem obtenção manual — o baixar.sh avisa e pula.
#
LEI-14973-2024	transversal	federal	03-ordinaria	https://www.planalto.gov.br/ccivil_03/_ato2023-2026/2024/lei/l14973.htm
LEI-15371-2026	transversal	federal	03-ordinaria	https://www.in.gov.br/web/dou/-/lei-n-15.371-de-31-de-marco-de-2026-697067576
DEC-3048-1999	transversal	federal	04-decreto	https://www.planalto.gov.br/ccivil_03/decreto/d3048compilado.htm
LEI-9715-1998	transversal	federal	03-ordinaria	https://www.planalto.gov.br/ccivil_03/leis/l9715.htm
LEI-10209-2001	trc	federal	03-ordinaria	https://www.planalto.gov.br/ccivil_03/leis/leis_2001/l10209.htm
LEI-13703-2018	trc	federal	03-ordinaria	https://www.planalto.gov.br/ccivil_03/_ato2015-2018/2018/lei/l13703.htm
LC-225-2026	transversal	federal	02-complementar	https://www.planalto.gov.br/ccivil_03/leis/lcp/lcp225.htm
RES-ANTT-5982-2022	trc	federal	05-infralegal	https://anttlegis.antt.gov.br/action/ActionDatalegis.php?acao=detalharAto&tipo=RES&numeroAto=00005982&seqAto=000&valorAno=2022&orgao=DG/ANTT/MI
RES-ANTT-6068-2025	trc	federal	05-infralegal	https://anttlegis.antt.gov.br/action/ActionDatalegis.php?acao=abrirTextoAto&tipo=RES&numeroAto=00006068&seqAto=000&valorAno=2025&orgao=DG/ANTT/MT
RES-ANTT-6084-2026	trc	federal	05-infralegal	https://www.in.gov.br/web/dou/-/resolucao-antt-n-6.084-de-16-de-julho-de-2026-719732378
RJ-RES-SEFAZ-876-2026	transversal	rj	05-infralegal	https://legislacao.fazenda.rj.gov.br/resolucao-sefaz-no-876-de-24-de-marco-de-2026/
